"TCG region",Expansion,"Card number","Card number sorting order","Card name",Rarity,"Card variant","Card language","Card condition",Note,Quantity
International,"Stellar Crown",165/142,165,Kofu,"Ultra Rare","Normal Holo",English,Unspecified,,1
International,"Stellar Crown",166/142,166,Lacey,"Ultra Rare","Normal Holo",English,Unspecified,,1
International,"Stellar Crown",172/142,172,Lacey,"Special Illustration Rare","Normal Holo",English,Unspecified,,1
International,"Shrouded Fable",001/064,1,Joltik,Common,Normal,English,Unspecified,,7
International,"Shrouded Fable",001/064,1,Joltik,Common,"Reverse Holo",English,Unspecified,,1
International,"Shrouded Fable",002/064,2,Galvantula,Uncommon,Normal,English,Unspecified,,3
International,"Shrouded Fable",002/064,2,Galvantula,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Shrouded Fable",003/064,3,Rowlet,Common,Normal,English,Unspecified,,6
International,"Shrouded Fable",003/064,3,Rowlet,Common,"Reverse Holo",English,Unspecified,,2
International,"Shrouded Fable",004/064,4,Dartrix,Common,Normal,English,Unspecified,,6
International,"Shrouded Fable",004/064,4,Dartrix,Common,"Reverse Holo",English,Unspecified,,1
International,"Shrouded Fable",005/064,5,Decidueye,Uncommon,Normal,English,Unspecified,,3
International,"Shrouded Fable",005/064,5,Decidueye,Uncommon,"Reverse Holo",English,Unspecified,,2
International,"Shrouded Fable",006/064,6,"Tapu Bulu",Rare,"Normal Holo",English,Unspecified,,5
International,"Shrouded Fable",006/064,6,"Tapu Bulu",Rare,"Reverse Holo",English,Unspecified,,2
International,"Shrouded Fable",007/064,7,Houndour,Common,Normal,English,Unspecified,,8
International,"Shrouded Fable",007/064,7,Houndour,Common,"Reverse Holo",English,Unspecified,,2
International,"Shrouded Fable",008/064,8,Houndoom,Common,Normal,English,Unspecified,,4
International,"Shrouded Fable",008/064,8,Houndoom,Common,"Reverse Holo",English,Unspecified,,1
International,"Shrouded Fable",009/064,9,"Iron Moth",Uncommon,Normal,English,Unspecified,,5
International,"Shrouded Fable",010/064,10,Horsea,Common,Normal,English,Unspecified,,7
International,"Shrouded Fable",010/064,10,Horsea,Common,"Reverse Holo",English,Unspecified,,2
International,"Shrouded Fable",011/064,11,Seadra,Common,Normal,English,Unspecified,,5
International,"Shrouded Fable",012/064,12,"Kingdra ex","Double Rare","Normal Holo",English,Unspecified,,1
International,"Shrouded Fable",013/064,13,Sneasel,Common,Normal,English,Unspecified,,6
International,"Shrouded Fable",013/064,13,Sneasel,Common,"Reverse Holo",English,Unspecified,,1
International,"Shrouded Fable",014/064,14,Weavile,Uncommon,Normal,English,Unspecified,,5
International,"Shrouded Fable",014/064,14,Weavile,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Shrouded Fable",015/064,15,"Revavroom ex","Double Rare","Normal Holo",English,Unspecified,,2
International,"Shrouded Fable",016/064,16,Drowzee,Common,Normal,English,Unspecified,,5
International,"Shrouded Fable",016/064,16,Drowzee,Common,"Reverse Holo",English,Unspecified,,1
International,"Shrouded Fable",017/064,17,Hypno,Uncommon,Normal,English,Unspecified,,9
International,"Shrouded Fable",017/064,17,Hypno,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Shrouded Fable",018/064,18,Duskull,Common,Normal,English,Unspecified,,6
International,"Shrouded Fable",018/064,18,Duskull,Common,"Reverse Holo",English,Unspecified,,1
International,"Shrouded Fable",019/064,19,Dusclops,Common,Normal,English,Unspecified,,4
International,"Shrouded Fable",019/064,19,Dusclops,Common,"Reverse Holo",English,Unspecified,,1
International,"Shrouded Fable",020/064,20,Dusknoir,Rare,"Normal Holo",English,Unspecified,,5
International,"Shrouded Fable",020/064,20,Dusknoir,Rare,"Reverse Holo",English,Unspecified,,1
International,"Shrouded Fable",021/064,21,Cresselia,Rare,"Normal Holo",English,Unspecified,,5
International,"Shrouded Fable",021/064,21,Cresselia,Rare,"Reverse Holo",English,Unspecified,,1
International,"Shrouded Fable",022/064,22,Sylveon,Uncommon,Normal,English,Unspecified,,9
International,"Shrouded Fable",022/064,22,Sylveon,Uncommon,"Reverse Holo",English,Unspecified,,2
International,"Shrouded Fable",023/064,23,Croagunk,Common,Normal,English,Unspecified,,3
International,"Shrouded Fable",024/064,24,Toxicroak,Common,Normal,English,Unspecified,,4
International,"Shrouded Fable",024/064,24,Toxicroak,Common,"Reverse Holo",English,Unspecified,,1
International,"Shrouded Fable",025/064,25,"Bloodmoon Ursaluna",Rare,"Normal Holo",English,Unspecified,,2
International,"Shrouded Fable",025/064,25,"Bloodmoon Ursaluna",Rare,"Reverse Holo",English,Unspecified,,1
International,"Shrouded Fable",026/064,26,"Slither Wing",Uncommon,Normal,English,Unspecified,,3
International,"Shrouded Fable",026/064,26,"Slither Wing",Uncommon,"Reverse Holo",English,Unspecified,,3
International,"Shrouded Fable",027/064,27,Zubat,Common,Normal,English,Unspecified,,8
International,"Shrouded Fable",027/064,27,Zubat,Common,"Reverse Holo",English,Unspecified,,1
International,"Shrouded Fable",028/064,28,Golbat,Common,Normal,English,Unspecified,,5
International,"Shrouded Fable",028/064,28,Golbat,Common,"Reverse Holo",English,Unspecified,,1
International,"Shrouded Fable",029/064,29,Crobat,Uncommon,Normal,English,Unspecified,,3
International,"Shrouded Fable",029/064,29,Crobat,Uncommon,"Reverse Holo",English,Unspecified,,2
International,"Shrouded Fable",030/064,30,Absol,Common,Normal,English,Unspecified,,5
International,"Shrouded Fable",030/064,30,Absol,Common,"Reverse Holo",English,Unspecified,,4
International,"Shrouded Fable",031/064,31,Zorua,Common,Normal,English,Unspecified,,4
International,"Shrouded Fable",031/064,31,Zorua,Common,"Reverse Holo",English,Unspecified,,1
International,"Shrouded Fable",032/064,32,Zoroark,Rare,"Normal Holo",English,Unspecified,,5
International,"Shrouded Fable",032/064,32,Zoroark,Rare,"Reverse Holo",English,Unspecified,,1
International,"Shrouded Fable",033/064,33,Inkay,Common,Normal,English,Unspecified,,9
International,"Shrouded Fable",033/064,33,Inkay,Common,"Reverse Holo",English,Unspecified,,3
International,"Shrouded Fable",034/064,34,Malamar,Uncommon,Normal,English,Unspecified,,8
International,"Shrouded Fable",035/064,35,Yveltal,Uncommon,Normal,English,Unspecified,,12
International,"Shrouded Fable",036/064,36,"Okidogi ex","Double Rare","Normal Holo",English,Unspecified,,1
International,"Shrouded Fable",037/064,37,"Munkidori ex","Double Rare","Normal Holo",English,Unspecified,,2
International,"Shrouded Fable",038/064,38,"Fezandipiti ex","Double Rare","Normal Holo",English,Unspecified,,2
International,"Shrouded Fable",040/064,40,Genesect,Uncommon,Normal,English,Unspecified,,8
International,"Shrouded Fable",040/064,40,Genesect,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Shrouded Fable",041/064,41,Cufant,Common,Normal,English,Unspecified,,8
International,"Shrouded Fable",041/064,41,Cufant,Common,"Reverse Holo",English,Unspecified,,2
International,"Shrouded Fable",042/064,42,Copperajah,Rare,"Normal Holo",English,Unspecified,,4
International,"Shrouded Fable",042/064,42,Copperajah,Rare,"Reverse Holo",English,Unspecified,,2
International,"Shrouded Fable",043/064,43,Varoom,Common,Normal,English,Unspecified,,8
International,"Shrouded Fable",044/064,44,Axew,Common,Normal,English,Unspecified,,7
International,"Shrouded Fable",044/064,44,Axew,Common,"Reverse Holo",English,Unspecified,,2
International,"Shrouded Fable",045/064,45,Fraxure,Common,Normal,English,Unspecified,,8
International,"Shrouded Fable",045/064,45,Fraxure,Common,"Reverse Holo",English,Unspecified,,2
International,"Shrouded Fable",046/064,46,Haxorus,Rare,"Normal Holo",English,Unspecified,,6
International,"Shrouded Fable",046/064,46,Haxorus,Rare,"Reverse Holo",English,Unspecified,,1
International,"Shrouded Fable",047/064,47,Kyurem,Uncommon,Normal,English,Unspecified,,6
International,"Shrouded Fable",047/064,47,Kyurem,Uncommon,"Reverse Holo",English,Unspecified,,2
International,"Shrouded Fable",048/064,48,Meowth,Common,Normal,English,Unspecified,,5
International,"Shrouded Fable",048/064,48,Meowth,Common,"Reverse Holo",English,Unspecified,,2
International,"Shrouded Fable",049/064,49,Persian,Common,Normal,English,Unspecified,,7
International,"Shrouded Fable",049/064,49,Persian,Common,"Reverse Holo",English,Unspecified,,1
International,"Shrouded Fable",050/064,50,Eevee,Common,Normal,English,Unspecified,,6
International,"Shrouded Fable",051/064,51,Furfrou,Common,Normal,English,Unspecified,,6
International,"Shrouded Fable",051/064,51,Furfrou,Common,"Reverse Holo",English,Unspecified,,3
International,"Shrouded Fable",052/064,52,Stufful,Common,Normal,English,Unspecified,,3
International,"Shrouded Fable",052/064,52,Stufful,Common,"Reverse Holo",English,Unspecified,,2
International,"Shrouded Fable",053/064,53,Bewear,Common,Normal,English,Unspecified,,4
International,"Shrouded Fable",053/064,53,Bewear,Common,"Reverse Holo",English,Unspecified,,3
International,"Shrouded Fable",054/064,54,"Academy at Night",Uncommon,Normal,English,Unspecified,,6
International,"Shrouded Fable",054/064,54,"Academy at Night",Uncommon,"Reverse Holo",English,Unspecified,,2
International,"Shrouded Fable",055/064,55,"Binding Mochi",Uncommon,Normal,English,Unspecified,,4
International,"Shrouded Fable",055/064,55,"Binding Mochi",Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Shrouded Fable",056/064,56,Cassiopeia,Uncommon,Normal,English,Unspecified,,3
International,"Shrouded Fable",056/064,56,Cassiopeia,Uncommon,"Reverse Holo",English,Unspecified,,2
International,"Shrouded Fable",057/064,57,"Colress's Tenacity",Uncommon,Normal,English,Unspecified,,11
International,"Shrouded Fable",058/064,58,"Dangerous Laser","ACE SPEC Rare","Normal Holo",English,Unspecified,,1
International,"Shrouded Fable",059/064,59,"Janine's Secret Art",Uncommon,Normal,English,Unspecified,,2
International,"Shrouded Fable",060/064,60,"Neutralization Zone","ACE SPEC Rare","Normal Holo",English,Unspecified,,1
International,"Shrouded Fable",061/064,61,"Night Stretcher",Uncommon,Normal,English,Unspecified,,8
International,"Shrouded Fable",061/064,61,"Night Stretcher",Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Shrouded Fable",063/064,63,Powerglass,Uncommon,Normal,English,Unspecified,,6
International,"Shrouded Fable",063/064,63,Powerglass,Uncommon,"Reverse Holo",English,Unspecified,,2
International,"Shrouded Fable",064/064,64,"Xerosic's Machinations",Uncommon,Normal,English,Unspecified,,6
International,"Shrouded Fable",064/064,64,"Xerosic's Machinations",Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Shrouded Fable",073/064,73,Fezandipiti,"Illustration Rare","Normal Holo",English,Unspecified,,1
International,"Shrouded Fable",079/064,79,Bewear,"Illustration Rare","Normal Holo",English,Unspecified,,1
International,"Shrouded Fable",080/064,80,"Kingdra ex","Ultra Rare","Normal Holo",English,Unspecified,,1
International,"Shrouded Fable",083/064,83,"Munkidori ex","Ultra Rare","Normal Holo",English,Unspecified,,1
International,"Shrouded Fable",085/064,85,"Pecharunt ex","Ultra Rare","Normal Holo",English,Unspecified,,1
International,"Shrouded Fable",089/064,89,"Xerosic's Machinations","Ultra Rare","Normal Holo",English,Unspecified,,1
International,"Twilight Masquerade",001/167,1,Tangela,Common,Normal,English,Unspecified,,3
International,"Twilight Masquerade",002/167,2,Tangrowth,Common,Normal,English,Unspecified,,1
International,"Twilight Masquerade",002/167,2,Tangrowth,Common,"Reverse Holo",English,Unspecified,,1
International,"Twilight Masquerade",003/167,3,Pinsir,Common,Normal,English,Unspecified,,3
International,"Twilight Masquerade",003/167,3,Pinsir,Common,"Reverse Holo",English,Unspecified,,2
International,"Twilight Masquerade",004/167,4,Spinarak,Common,Normal,English,Unspecified,,4
International,"Twilight Masquerade",005/167,5,Ariados,Uncommon,Normal,English,Unspecified,,3
International,"Twilight Masquerade",005/167,5,Ariados,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Twilight Masquerade",006/167,6,Sunkern,Common,Normal,English,Unspecified,,3
International,"Twilight Masquerade",007/167,7,Sunflora,Uncommon,Normal,English,Unspecified,,5
International,"Twilight Masquerade",007/167,7,Sunflora,Uncommon,"Reverse Holo",English,Unspecified,,2
International,"Twilight Masquerade",008/167,8,Heracross,Uncommon,Normal,English,Unspecified,,4
International,"Twilight Masquerade",009/167,9,Volbeat,Common,Normal,English,Unspecified,,4
International,"Twilight Masquerade",009/167,9,Volbeat,Common,"Reverse Holo",English,Unspecified,,2
International,"Twilight Masquerade",010/167,10,Illumise,Common,Normal,English,Unspecified,,1
International,"Twilight Masquerade",011/167,11,Leafeon,Uncommon,Normal,English,Unspecified,,1
International,"Twilight Masquerade",011/167,11,Leafeon,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Twilight Masquerade",012/167,12,Phantump,Common,Normal,English,Unspecified,,4
International,"Twilight Masquerade",012/167,12,Phantump,Common,"Reverse Holo",English,Unspecified,,1
International,"Twilight Masquerade",012/167,12,Phantump,Common,"Trick or Trade 2024",English,Unspecified,,1
International,"Twilight Masquerade",013/167,13,Trevenant,Common,Normal,English,Unspecified,,1
International,"Twilight Masquerade",013/167,13,Trevenant,Common,"Reverse Holo",English,Unspecified,,2
International,"Twilight Masquerade",013/167,13,Trevenant,Common,"Trick or Trade 2024",English,Unspecified,,2
International,"Twilight Masquerade",014/167,14,Grookey,Common,Normal,English,Unspecified,,5
International,"Twilight Masquerade",014/167,14,Grookey,Common,"Reverse Holo",English,Unspecified,,1
International,"Twilight Masquerade",015/167,15,Thwackey,Common,Normal,English,Unspecified,,3
International,"Twilight Masquerade",015/167,15,Thwackey,Common,"Reverse Holo",English,Unspecified,,1
International,"Twilight Masquerade",016/167,16,Rillaboom,Uncommon,Normal,English,Unspecified,,3
International,"Twilight Masquerade",017/167,17,Applin,Common,Normal,English,Unspecified,,7
International,"Twilight Masquerade",017/167,17,Applin,Common,"Reverse Holo",English,Unspecified,,1
International,"Twilight Masquerade",018/167,18,Dipplin,Uncommon,Normal,English,Unspecified,,3
International,"Twilight Masquerade",018/167,18,Dipplin,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Twilight Masquerade",019/167,19,"Iron Leaves",Rare,"Normal Holo",English,Unspecified,,2
International,"Twilight Masquerade",019/167,19,"Iron Leaves",Rare,"Reverse Holo",English,Unspecified,,1
International,"Twilight Masquerade",020/167,20,Poltchageist,Common,Normal,English,Unspecified,,2
International,"Twilight Masquerade",021/167,21,Poltchageist,Common,Normal,English,Unspecified,,4
International,"Twilight Masquerade",021/167,21,Poltchageist,Common,"Reverse Holo",English,Unspecified,,1
International,"Twilight Masquerade",021/167,21,Poltchageist,Common,"Trick or Trade 2024",English,Unspecified,,2
International,"Twilight Masquerade",022/167,22,Sinistcha,Rare,"Normal Holo",English,Unspecified,,4
International,"Twilight Masquerade",022/167,22,Sinistcha,Rare,"Trick or Trade 2024",English,Unspecified,,1
International,"Twilight Masquerade",023/167,23,"Sinistcha ex","Double Rare","Normal Holo",English,Unspecified,,1
International,"Twilight Masquerade",024/167,24,"Teal Mask Ogerpon",Rare,"Normal Holo",English,Unspecified,,2
International,"Twilight Masquerade",024/167,24,"Teal Mask Ogerpon",Rare,"Cosmos Holo",English,Unspecified,,1
International,"Twilight Masquerade",024/167,24,"Teal Mask Ogerpon",Rare,"Trick or Trade 2024",English,Unspecified,,1
International,"Twilight Masquerade",025/167,25,"Teal Mask Ogerpon ex","Double Rare","Normal Holo",English,Unspecified,,1
International,"Twilight Masquerade",026/167,26,Vulpix,Common,Normal,English,Unspecified,,5
International,"Twilight Masquerade",026/167,26,Vulpix,Common,"Reverse Holo",English,Unspecified,,1
International,"Twilight Masquerade",027/167,27,Ninetales,Common,Normal,English,Unspecified,,1
International,"Twilight Masquerade",028/167,28,Slugma,Common,Normal,English,Unspecified,,3
International,"Twilight Masquerade",028/167,28,Slugma,Common,"Reverse Holo",English,Unspecified,,1
International,"Twilight Masquerade",029/167,29,"Magcargo ex","Double Rare","Normal Holo",English,Unspecified,,2
International,"Twilight Masquerade",030/167,30,Torkoal,Common,Normal,English,Unspecified,,2
